customer_id,industry_code,industry,industry_group,employee_count,sales,abm_num_debit,abm_avg_debit,abm_num_credit,abm_avg_credit,card_num_debit,card_avg_debit,card_num_credit,card_avg_credit,cheque_num_debit,cheque_avg_debit,cheque_num_credit,cheque_avg_credit,wire_num_debit,wire_avg_debit,wire_num_credit,wire_avg_credit,eft_num_debit,eft_avg_debit,eft_num_credit,eft_avg_credit,emt_num_debit,emt_avg_debit,emt_num_credit,emt_avg_credit,cash_percent,debit_percent
SYNCID0000003962,7771,Management Consulting Services,Management Consulting,4,0,,,,,,,,,32,6899.115,3,693.266666666667,,,,,,,,,,,,,0.0,99.0667326956949
SYNCID0000003963,4275,Painting and Decorating Work,Construction Trades and Finishing,,445481,,,,,,,,,1,1187.25,0,,,,,,2,333.04,1,4635.75,3,1090.08,7,629.014285714286,0.0,36.1772211246383
SYNCID0000003964,8651,"Offices of Physicians, General Practice",Healthcare Providers,,0,1,41.32,1,1803.27,18,101.176111111111,0,,2,504.745,2,703.24,,,,,10,4434.602,12,4952.15916666667,7,1121.09285714286,0,,1.5671788189953,46.7842286547193
SYNCID0000003965,4274,Finish Carpentry,Construction Trades and Finishing,1,129522,1,211.87,0,,8,107.44875,0,,8,15528.52,6,2474.20833333333,,,,,,,,,,,,,0.151179276130478,89.4072112664559
SYNCID0000003966,7215,Holding Companies,Investment Companies,0,0,,,,,64,256.064375,1,93.77,2,1469.645,6,1956.09833333333,12,42068.4708333333,48,119446.036041667,2,1195.245,4,1035.0975,,,,,0.0,8.38983842182578
SYNCID0000003967,9221,"Taverns, Bars and Night Clubs",Restaurants and Bars,1,0,1,214.87,0,,124,205.09435483871,1,2756.71,3,2309.63,1,198.5,,,,,7,15857.8285714286,7,3319.00428571429,,,,,0.12656647140076,84.5741465584016
SYNCID0000003968,,,,2,527335,,,,,,,,,0,,3,2153.93333333333,,,,,9,28707.5844444444,16,29741.76375,,,,,0.0,34.8817145896437
SYNCID0000003969,9211,"Restaurants, Licensed",Restaurants and Bars,10,0,,,,,,,,,7,344.224285714286,1,983.56,,,,,,,,,,,,,0.0,71.013194307321
SYNCID0000003970,2819,Other Commercial Printing Industries,Printing and Publishing,1,35819,,,,,278,271.599712230216,5,1260.254,41,5826.18756097561,22,9516.79818181818,,,,,,,,,,,,,0.0,59.3111707885856
SYNCID0000003971,9951,Disinfecting and Exterminating Services,Miscellaneous Services,2,32710,,,,,2,117.28,0,,4,1599.2,3,1026.37666666667,,,,,1,41.46,2,318.44,,,,,0.0,64.2307170297329
SYNCID0000003972,0911,"Contract Drilling, Oil and Gas Industry",Services for Mining and Petroleum,1,0,,,,,23,134.620434782609,0,,3,2723.86,1,669.79,5,44578.998,0,,2,113.725,5,3448.632,,,,,0.0,92.9002298979593
SYNCID0000003973,4561,General Freight Trucking Industry,Trucking and Freight,1,0,,,,,,,,,13,5393.98076923077,7,1157.07857142857,,,,,,,,,,,,,0.0,89.6453395686341
SYNCID0000003974,other,,,1,110011,,,,,17,353.343529411765,0,,1,906.8,1,37.64,,,,,22,1269.09863636364,21,4751.95857142857,2,5713.32,0,,0.0,31.6658888314963
SYNCID0000003975,8652,"Offices of Physicians and Surgeons, Specialists",Healthcare Providers,4,899769,,,,,,,,,,,,,,,,,3,653.01,4,675.0825,,,,,0.0,42.0450448130215
SYNCID0000003976,4299,Other Trade Work n.e.c.,Construction Trades and Finishing,0,0,,,,,,,,,3,17097.7433333333,1,409.77,,,,,9,876.186666666667,4,1509.2325,,,,,0.0,90.1765484541782
SYNCID0000003977,4561,General Freight Trucking Industry,Trucking and Freight,1,0,1,63.33,2,688.765,96,256.4459375,3,8184.80666666667,2,3040.83,2,5856.03,,,,,,,,,12,1075.27416666667,1,209.65,0.854984773815256,53.5656136627791
SYNCID0000003978,other,,,1,46164,,,,,47,148.000425531915,0,,,,,,,,,,,,,,,,,,0.0,100.0
SYNCID0000003979,other,,,1,116206,,,,,101,269.345841584158,2,627.545,,,,,,,,,,,,,,,,,0.0,95.5898340842376
SYNCID0000003980,7721,Computer Services,Management Consulting,1,0,1,517.86,0,,2,95.7,1,199.68,,,,,,,,,3,244.116666666667,1,12758.32,,,,,3.59634740107545,10.0114516990391
SYNCID0000003981,8666,Offices of Optometrists,Healthcare Providers,3,,,,,,,,,,28,3677.64928571429,4,3694.7875,,,,,,,,,,,,,0.0,87.449059827013
SYNCID0000003982,7292,"Estate, Trust and Agency Funds",Investment Companies,0,0,,,,,,,,,8,882.24,5,430.776,,,,,19,6409.61210526316,126,2569.44031746032,,,,,0.0,28.3325509515894
SYNCID0000003983,6031,Pharmacies,Grocery Stores,3,0,,,,,,,,,,,,,,,,,13,835.325384615385,12,8214.53916666667,71,1507.63746478873,25,1364.616,0.0,47.0493036950675
SYNCID0000003984,7721,Computer Services,Management Consulting,,83813,,,,,,,,,,,,,,,,,0,,2,2280.715,1,1434.14,0,,0.0,23.9199942624304
SYNCID0000003985,other,,,3,245688,,,,,15,86.7513333333333,0,,3,955.08,2,5470.885,,,,,3,2066.97,12,1619.09166666667,4,993.0375,14,459.02,0.0,28.0416303587715
SYNCID0000003986,3994,Musical Instrument and Sound Recording Industry,Specialty Manufactured Products,1,1895469,,,,,1,111.67,0,,2,1388.375,6,2717.05166666667,,,,,2,3247.275,1,672.52,,,,,0.0,35.5984566238457
SYNCID0000003987,6412,General Stores,General Retail,2,0,,,,,48,437.275833333333,1,7.65,,,,,,,,,,,,,3,420.783333333333,12,531.305833333333,0.0,77.7079096808755
SYNCID0000003988,other,,,0,0,6,506.481666666667,3,2940.28333333333,21,179.464761904762,0,,,,,,,,,,,,,,,,,,16.7987970694564,43.5592027385866
SYNCID0000003989,4233,Glass and Glazing Work,Construction Trades and Finishing,1,80109,,,,,115,261.177826086957,3,269.733333333333,,,,,,,,,4,485.565,4,5020.845,6,1595.59,8,1017.11,0.0,58.8705469242234
SYNCID0000003990,other,,,9,113265,,,,,5,102.476,0,,23,1865.13565217391,41,2024.4443902439,,,,,2,37.505,6,895.456666666667,4,2438.7375,2,669.935,0.0,37.242735123688
SYNCID0000003991,4561,General Freight Trucking Industry,Trucking and Freight,15,1272322,2,418.01,3,6880.49666666667,97,237.691958762887,1,28.93,9,1961.77666666667,6,5563.81,,,,,50,10727.8922,26,7235.13461538462,5,1162.064,0,,1.29389433240882,70.6791424213759
SYNCID0000003992,4012,Apartment and Other Multiple Housing,Residential and Commercial Building Construction,1,0,0,,1,3048.32,5,19.43,0,,,,,,,,,,27,5045.73666666667,12,13618.4375,1,720.56,0,,0.0,45.1540656815942
SYNCID0000003993,7611,Insurance and Real Estate Agencies,Legal and Accounting Services,1,47932,1,524.5,0,,7,101.071428571429,0,,,,,,,,,,,,,,35,890.364,7,483.131428571429,1.46603959117481,90.5471332427342
SYNCID0000003994,other,,,1,0,,,,,,,,,,,,,,,,,1,210.06,1,20.37,,,,,0.0,91.1600052076552
SYNCID0000003995,6331,Gasoline Service Stations,Automotive Dealerships and Repair,1,1,0,,7,4964.52714285714,83,200.486746987952,3,735.376666666667,1,26274.7,6,1259.64666666667,,,,,1,2782.67,7,807.06,3,1317.65666666667,0,,0.0,49.7423355366572
SYNCID0000003996,9831,Professional Health and Social Service Membership Associations,Professional and Civic Organizations,0,,2,311.11,0,,55,425.405272727273,0,,13,606.884615384615,11,326.008181818182,,,,,0,,2,914.305,4,1414.47,0,,1.44764304903565,87.4022808369816
SYNCID0000003997,0211,Veterinary Services,Agricultural Support and Services,1,132315,,,,,,,,,,,,,,,,,4,2567.5225,2,114.83,,,,,0.0,97.8127098264244
SYNCID0000003998,7771,Management Consulting Services,Management Consulting,1,183618,1,291.72,0,,67,169.915373134328,1,358.22,2,1702.67,2,319.57,,,,,4,833.3475,2,49.385,24,1631.60958333333,8,1116.9625,0.431505013516704,85.1611650221196
SYNCID0000003999,6582,"Gift, Novelty and Souvenir Stores",Specialty Stores,0,110629,4,710.0425,7,1328.82142857143,2,109.745,0,,1,3894.95,0,,,,,,32,2174.906875,63,1076.39063492063,2,1847.77,2,141.44,7.23211181417724,50.903910896682
SYNCID0000004000,4275,Painting and Decorating Work,Construction Trades and Finishing,2,221804,,,,,120,221.8165,4,5536.59,9,1945.19333333333,5,734.562,,,,,5,413.092,4,460.7375,1,366.07,0,,0.0,62.7287422237918
SYNCID0000004001,8651,"Offices of Physicians, General Practice",Healthcare Providers,2,,,,,,16,100.7775,1,15737.12,12,2051.02333333333,9,3352.82,,,,,1,93.67,0,,4,2273.68,5,339.024,0.0,42.6557439328707
SYNCID0000004002,7799,Other Business Services n.e.c.,Management Consulting,,,9,539.034444444444,1,2083.12,532,289.047142857143,21,1610.09142857143,1,11922.87,0,,,,,,26,12419.7396153846,17,9528.21352941177,2,1438.095,0,,0.698823204201429,71.4964801425387
SYNCID0000004003,7759,Other Scientific and Technical Services,Management Consulting,0,130238,,,,,33,261.630606060606,1,2177.08,16,3561.525,2,3848.595,,,,,,,,,,,,,0.0,86.9201939054062
SYNCID0000004004,7799,Other Business Services n.e.c.,Management Consulting,2,77938,,,,,2,46.515,0,,3,2382.46,0,,,,,,2,1856.82,2,310.63,,,,,0.0,94.6328867218243
SYNCID0000004006,6359,Other Motor Vehicle Repair Shops,Automotive Dealerships and Repair,1,,,,,,1,145.15,0,,,,,,,,,,,,,,24,757.864583333333,20,378.214,0.0,70.7922332766241
SYNCID0000004007,other,,,2,57805,1,540.75,0,,68,226.417941176471,0,,38,1588.72078947368,13,8818.60923076923,,,,,0,,3,543.163333333333,13,1741.07923076923,3,453.603333333333,0.249682777050572,45.6851791766549
SYNCID0000004008,,,,3,3057547,0,,2,2770.805,38,190.681315789474,1,236.33,34,1580.69529411765,1,241.29,3,10468.12,0,,0,,1,12978.32,,,,,0.0,82.9452334937047
SYNCID0000004009,0139,Other Field Crop Farms,Agriculture and Farming,2,672862,,,,,,,,,,,,,,,,,2,255.95,2,4487.435,,,,,0.0,5.39593560295021
SYNCID0000004010,other,,,,452299,,,,,,,,,1,164.02,0,,,,,,21,928.588571428571,36,2467.26416666667,,,,,0.0,18.1262097771424
SYNCID0000004011,7215,Holding Companies,Investment Companies,,,,,,,,,,,1,517.11,5,38512.318,,,,,2,1121.8,0,,,,,,0.0,1.41341260060935
SYNCID0000004012,7292,"Estate, Trust and Agency Funds",Investment Companies,,0,,,,,,,,,1,8250.62,0,,,,,,,,,,,,,,0.0,100.0
SYNCID0000004013,4299,Other Trade Work n.e.c.,Construction Trades and Finishing,1,0,1,1026.44,0,,75,291.095333333333,2,579.335,19,1083.83421052632,14,916.868571428571,,,,,37,1573.50675675676,38,1651.61868421053,23,1020.18391304348,28,399.253928571429,0.481736428822955,58.729482824189
SYNCID0000004014,9611,Motion Picture and Video Production,Entertainment and Recreation,2,205758,,,,,,,,,3,3902.25,1,1822.32,,,,,1,1399.96,2,895.41,,,,,0.0,78.3901171362183
SYNCID0000004015,7599,Other Real Estate Operators,Real Estate Operators,1,73220,,,,,5,97.648,0,,,,,,,,,,,,,,5,2610.876,0,,0.0,100.0
SYNCID0000004016,0162,Greenhouse Products,Agriculture and Farming,25,1773569,,,,,6,310.7,0,,15,1074.836,19,1987.72526315789,,,,,,,,,,,,,0.0,32.2611738236438
SYNCID0000004017,7292,"Estate, Trust and Agency Funds",Investment Companies,0,0,0,,4,839.045,22,524.711363636364,0,,39,2037.62256410256,6,52504.0016666667,,,,,,,,,,,,,0.819797947742491,22.2308021727486
SYNCID0000004018,7611,Insurance and Real Estate Agencies,Legal and Accounting Services,,329286,,,,,4,139.74,0,,1,2571.26,0,,,,,,10,621.248,1,2349.85,39,1284.83333333333,8,719.67875,0.0,87.9996115957612
SYNCID0000004020,9611,Motion Picture and Video Production,Entertainment and Recreation,0,0,11,620.819090909091,3,2029.84666666667,65,193.214153846154,0,,,,,,,,,,4,537.23,0,,2,775.495,0,,26.4689290128175,79.1292432699578
SYNCID0000004021,7771,Management Consulting Services,Management Consulting,,,5,487.528,1,627.87,16,702.45625,1,53.88,1,7335.33,0,,,,,,2,381.505,1,343.43,3,556.713333333333,4,177.5925,9.68048490586344,93.107692038869
SYNCID0000004022,8641,Child Day-Care and Nursery School Services,Healthcare Providers,,0,,,,,,,,,8,2828.7275,11,629.292727272727,,,,,2,3923.0,4,227.4275,18,957.882222222222,4,3597.5975,0.0,68.2266033095215
SYNCID0000004023,other,,,,0,1,108.21,3,751.056666666667,112,157.068125,2,2746.255,2,38.62,1,43.62,,,,,,,,,1,628.67,8,471.085,1.73539809629842,61.4267649588352
SYNCID0000004025,7761,Offices of Lawyers and Notaries,Management Consulting,1,0,,,,,,,,,,,,,,,,,0,,1,28642.63,22,986.569090909091,5,1401.164,0.0,37.8437594426235
SYNCID0000004026,9931,Photographers,Miscellaneous Services,1,7487,,,,,,,,,1,487.36,1,1267.29,,,,,6,8854.63166666667,5,587.03,,,,,0.0,92.7315545321069
SYNCID0000004027,7761,Offices of Lawyers and Notaries,Management Consulting,1,54419,,,,,,,,,41,2158.50317073171,19,8980.31631578947,,,,,1,16524.35,3,270.603333333333,16,787.773125,46,280.087173913044,0.0,38.956009087357
SYNCID0000004028,9614,Sound Recording Services,Entertainment and Recreation,0,0,0,,5,768.002,746,222.876514745308,16,6406.20125,3,4678.79666666667,3,844.323333333333,,,,,1,5.26,3,453.353333333333,,,,,0.93478762409789,62.0594962225312
SYNCID0000004029,7292,"Estate, Trust and Agency Funds",Investment Companies,0,0,,,,,,,,,1,3424.68,1,38.71,,,,,,,,,,,,,0.0,98.8823089516341
SYNCID0000004030,8599,Other Educational Services,Educational Institutions,1,0,,,,,,,,,1,330.68,0,,,,,,,,,,,,,,0.0,100.0
SYNCID0000004031,7292,"Estate, Trust and Agency Funds",Investment Companies,0,0,,,,,,,,,1,529.46,0,,,,,,,,,,,,,,0.0,100.0
SYNCID0000004032,7759,Other Scientific and Technical Services,Management Consulting,1,42995,,,,,69,274.834347826087,2,680.085,,,,,,,,,1,6410.07,0,,,,,,0.0,94.9121730123765
SYNCID0000004033,8661,Offices of Chiropractors and Osteopaths,Healthcare Providers,,619878,0,,1,216.16,1,9.17,0,,10,13954.951,21,2060.4280952381,,,,,26,5094.14153846154,40,1329.338,0,,3,501.353333333333,0.0583949351362644,73.4816513177802
SYNCID0000004034,other,,,4,45901,6,990.883333333333,1,537.32,17,122.058235294118,2,2031.585,120,1613.77983333333,52,9376.81807692308,,,,,7,1860.81,2,50867.645,,,,,0.455305966564233,26.5510279326069
SYNCID0000004035,6412,General Stores,General Retail,1,76624,4,344.07,6,863.733333333333,4,818.39,0,,72,4597.60763888889,61,2011.52114754098,,,,,4,417.6775,10,3276.112,0,,1,41.17,1.21215989742745,67.7357558527221
SYNCID0000004036,6351,Garages (General Repairs),Automotive Dealerships and Repair,4,,,,,,1,72.42,0,,10,1807.233,10,2285.988,1,358.77,0,,12,2303.62166666667,4,3117.4925,3,1437.63,5,2428.484,0.0,51.5253419357527
SYNCID0000004037,0171,"Livestock, Field Crop and Horticultural Combination Farms",Agriculture and Farming,1,146454,,,,,87,188.16816091954,3,1358.03333333333,,,,,,,,,3,633.243333333333,6,276.183333333333,7,1249.06857142857,3,985.596666666667,0.0,75.6651409745663
SYNCID0000004038,8651,"Offices of Physicians, General Practice",Healthcare Providers,,371281,3,582.866666666667,4,1463.58,149,510.740134228188,5,1191.69,1,327.26,1,469.63,,,,,2,5711.01,1,966.38,,,,,1.74173388143585,87.1179638402465
SYNCID0000004039,5639,"Other Building Materials, Wholesale",Building Materials Wholesale,2,552044,,,,,,,,,4,1977.9875,0,,,,,,335,4943.05391044776,177,5326.02983050847,34,1720.89764705882,50,740.0508,0.0,63.7420521381992
SYNCID0000004040,4839,Other Telecommunication Industries,Broadcasting and Telecommunications,1,337560,0,,1,235.75,6,592.855,0,,,,,,,,,,0,,4,830.28,12,679.285833333333,5,929.15,1.18400818032884,58.8039483345537
SYNCID0000004041,9213,Take-Out Food Services,Restaurants and Bars,1,,,,,,,,,,32,2313.3596875,59,2386.55033898305,,,,,2,443.72,6,1456.79833333333,5,1226.094,2,1680.145,0.0,34.6417572728399
SYNCID0000004042,7215,Holding Companies,Investment Companies,0,0,,,,,,,,,5,3414.756,5,6032.512,,,,,,,,,,,,,0.0,36.1454337910177
SYNCID0000004043,4023,Institutional Building,Residential and Commercial Building Construction,,1226867,,,,,46,179.373043478261,1,2961.7,,,,,,,,,,,,,,,,,0.0,73.5865782681671
SYNCID0000004044,8651,"Offices of Physicians, General Practice",Healthcare Providers,1,0,,,,,,,,,,,,,,,,,4,870.3525,8,3205.3225,,,,,0.0,11.9537535893949
SYNCID0000004045,7511,Operators of Residential Buildings and Dwellings,Real Estate Operators,1,115746,,,,,,,,,0,,1,185.68,,,,,,,,,,,,,0.0,0.0
SYNCID0000004046,7511,Operators of Residential Buildings and Dwellings,Real Estate Operators,0,0,,,,,,,,,13,1869.57461538462,7,4842.76571428571,,,,,8,2035.455,6,6431.915,,,,,0.0,35.8936003656206
SYNCID0000004048,other,,,1,86290,,,,,4,28.7075,0,,6,1167.75333333333,7,1201.8,0,,2,193157.555,3,583.366666666667,2,622.79,9,934.508888888889,6,2522.29666666667,0.0,4.0341899455425
SYNCID0000004050,other,,,0,,,,,,21,150.039523809524,1,15.03,,,,,,,,,,,,,,,,,0.0,99.5252474840959
SYNCID0000004051,8611,General Hospitals,Healthcare Providers,1,649600,,,,,181,254.783922651934,4,52.2125,9,1504.18444444444,0,,,,,,1,510.63,2,752.6,,,,,0.0,97.2299627833569
SYNCID0000004052,7215,Holding Companies,Investment Companies,,16769393,,,,,,,,,,,,,,,,,3,732.813333333333,1,4184.85,,,,,0.0,34.4405471159856
SYNCID0000004053,7215,Holding Companies,Investment Companies,1,0,,,,,,,,,,,,,,,,,4,1787.7775,5,722.236,,,,,0.0,66.4459887254478
SYNCID0000004054,7215,Holding Companies,Investment Companies,,405094,,,,,,,,,,,,,,,,,,,,,33,929.433333333333,97,419.966082474227,0.0,42.9521842157483
SYNCID0000004055,7292,"Estate, Trust and Agency Funds",Investment Companies,0,0,,,,,,,,,2,214.765,2,4013.455,,,,,,,,,,,,,0.0,5.07932416004844
SYNCID0000004056,9831,Professional Health and Social Service Membership Associations,Professional and Civic Organizations,,0,,,,,,,,,,,,,,,,,2,305.585,1,810.67,,,,,0.0,42.984442693974
SYNCID0000004057,4561,General Freight Trucking Industry,Trucking and Freight,0,0,,,,,,,,,1,1933.7,0,,,,,,,,,,,,,,0.0,100.0
SYNCID0000004059,0112,,,10,1334176,,,,,,,,,21,1941.91761904762,2,80.07,,,,,1,196.31,1,10792.11,,,,,0.0,78.9091146478748
SYNCID0000004060,3199,Other Machinery and Equipment Industries n.e.c.,,4,2042662,,,,,,,,,7,6175.59142857143,1,3057.79,,,,,,,,,14,1001.21071428571,2,3010.36,0.0,86.3120018816548
SYNCID0000004061,0162,Greenhouse Products,Agriculture and Farming,1,0,,,,,,,,,1,42.0,0,,,,,,,,,,,,,,0.0,100.0
SYNCID0000004062,4561,General Freight Trucking Industry,Trucking and Freight,30,6491774,,,,,295,225.094271186441,6,11791.7716666667,5,3099.564,1,86.46,,,,,4,1864.61,8,4521.69125,,,,,0.0,45.5055309197667
SYNCID0000004063,4214,Excavating and Grading,Construction Trades and Finishing,9,936674,,,,,1,49.31,0,,16,1693.765,17,3141.06882352941,,,,,2,90.365,10,757.935,23,892.507826086957,14,1076.62428571429,0.0,38.6237168123309
SYNCID0000004064,0911,"Contract Drilling, Oil and Gas Industry",Services for Mining and Petroleum,2,136056,,,,,91,395.547582417582,2,1963.31,2,2996.16,0,,,,,,,,,,1,494.07,0,,0.0,91.5388865329651
SYNCID0000004065,6351,Garages (General Repairs),Automotive Dealerships and Repair,,0,,,,,,,,,,,,,,,,,3,438.22,2,2267.45,,,,,0.0,22.4745109033842
SYNCID0000004066,7771,Management Consulting Services,Management Consulting,,,,,,,,,,,19,4205.55263157895,20,3982.5825,,,,,4,1083.2575,3,5475.21666666667,,,,,0.0,46.7172127926871
SYNCID0000004067,7751,Offices of Architects,Management Consulting,,0,,,,,,,,,,,,,,,,,17,17437.8323529412,6,1970.46166666667,,,,,0.0,96.1647495772481
SYNCID0000004068,8653,"Offices of Dentists, General Practice",Healthcare Providers,3,1055995,,,,,3,79.0266666666667,0,,0,,1,5174.04,,,,,2,524.085,2,667.87,170,958.320529411765,170,343.838117647059,0.0,71.6522547368237
SYNCID0000004069,9953,Janitorial Services,Miscellaneous Services,15,1501167,,,,,20,87.506,0,,1,4223.28,2,3258.24,,,,,5,1006.258,4,3298.8275,2,118.065,0,,0.0,36.3162266445382
SYNCID0000004070,0911,"Contract Drilling, Oil and Gas Industry",Services for Mining and Petroleum,,176416,,,,,8,135.2175,0,,,,,,,,,,,,,,,,,,0.0,100.0
SYNCID0000004071,6331,Gasoline Service Stations,Automotive Dealerships and Repair,1,86058,,,,,46,232.109782608696,3,525.223333333333,13,2295.57538461538,8,2926.8175,,,,,2,912.545,1,33270.67,5,1948.77,1,26.95,0.0,47.1917159752592
SYNCID0000004072,0911,"Contract Drilling, Oil and Gas Industry",Services for Mining and Petroleum,1,147733,2,313.66,2,1418.815,113,207.975575221239,2,393.825,77,5823.69779220779,104,8108.90019230769,,,,,10,2037.764,4,488.9225,1,5477.41,1,2088.89,0.155760638057183,36.9354475371205
SYNCID0000004073,other,,,1,,,,,,111,190.922432432432,1,6.95,5,4887.418,5,2994.988,0,,1,860955.7,0,,1,70.75,,,,,0.0,4.95091227918577
SYNCID0000004074,other,,,0,0,,,,,,,,,6,3292.69333333333,0,,,,,,,,,,,,,,0.0,100.0
SYNCID0000004075,8652,"Offices of Physicians and Surgeons, Specialists",Healthcare Providers,,534287,,,,,,,,,37,1719.07972972973,13,2899.75615384615,,,,,2,384.07,1,528.85,,,,,0.0,62.7429184295442
SYNCID0000004076,7751,Offices of Architects,Management Consulting,1,101608,0,,1,8795.61,3,240.066666666667,0,,9,1746.13888888889,6,2938.36666666667,,,,,1,38.84,2,1273.435,0,,1,107.44,0.0,36.1639850016716
SYNCID0000004077,other,,,3,0,,,,,220,392.689136363636,4,1410.3975,31,9714.61935483871,14,6523.82642857143,,,,,6,5185.42833333333,12,1781.54666666667,3,645.756666666667,5,247.774,0.0,77.8609006017987
SYNCID0000004078,other,,,0,,,,,,,,,,29,3420.19551724138,21,2143.91523809524,,,,,0,,3,1243.39666666667,,,,,0.0,67.0453949382066
SYNCID0000004079,other,,,1,0,,,,,117,173.39811965812,3,18251.5033333333,,,,,,,,,0,,4,609.445,2,293.54,0,,0.0,26.7394332684958
SYNCID0000004080,7742,Media Representatives,Management Consulting,1,,,,,,,,,,,,,,,,,,,,,,1,418.77,1,108.22,0.0,79.4645059678552
SYNCID0000004081,3081,Machine Shop Industry,,2,355804,,,,,,,,,1,252.07,0,,,,,,1,2138.22,1,78.3,7,1018.57857142857,6,661.021666666667,0.0,70.18430832222
SYNCID0000004082,4561,General Freight Trucking Industry,Trucking and Freight,1,293752,,,,,37,197.931891891892,0,,1,25982.41,1,81.02,,,,,,,,,,,,,0.0,99.7573300434212
SYNCID0000004083,4013,Residential Renovation,Residential and Commercial Building Construction,1,0,,,,,,,,,,,,,,,,,3,2265.26333333333,0,,36,1112.01527777778,16,631.136875,0.0,82.2610125718185
SYNCID0000004084,8651,"Offices of Physicians, General Practice",Healthcare Providers,0,0,5,302.496,4,7667.74,175,239.925142857143,2,11814.745,0,,1,612.0,,,,,3,4179.94333333333,3,2388.52,8,2014.09375,24,885.964166666667,1.65065191634536,46.4020302893164
SYNCID0000004085,other,,,0,,,,,,,,,,3,1301.38666666667,2,6883.805,,,,,3,12654.2233333333,0,,,,,,0.0,75.2534401352831
SYNCID0000004086,other,,,,0,,,,,,,,,,,,,,,,,18,1646.76111111111,12,1147.95083333333,2,525.165,3,2864.96,0.0,57.8414777190292
SYNCID0000004087,7611,Insurance and Real Estate Agencies,Legal and Accounting Services,3,0,,,,,,,,,5,1960.496,7,601.682857142857,,,,,6,1516.90333333333,3,329.79,0,,7,603.698571428571,0.0,66.725283382761
SYNCID0000004088,8651,"Offices of Physicians, General Practice",Healthcare Providers,1,94211,5,357.178,3,1864.55333333333,171,283.034502923977,7,2606.81,0,,4,12108.1825,,,,,2,677.59,2,9628.04,12,1119.7075,6,714.64,1.14941785300537,40.4096435175246
SYNCID0000004089,9212,"Restaurants, Unlicensed (including Drive-Ins)",Restaurants and Bars,4,356537,,,,,86,460.899651162791,3,3412.72666666667,12,2592.91083333333,10,2450.918,,,,,3,3295.44,9,876.557777777778,0,,3,722.11,0.0,64.2839325762888
SYNCID0000004090,7759,Other Scientific and Technical Services,Management Consulting,6,282017,,,,,2,143.28,0,,,,,,,,,,287,14657.2519860627,122,11653.2551639344,,,,,0.0,74.7416171211895
SYNCID0000004092,4012,Apartment and Other Multiple Housing,Residential and Commercial Building Construction,2,0,,,,,,,,,0,,1,3106.21,,,,,,,,,,,,,0.0,0.0
SYNCID0000004094,0311,Salt Water Fishing Industry,Fishing Industry,1,,,,,,89,411.703033707865,3,1168.01666666667,,,,,,,,,,,,,,,,,0.0,91.2716505561503
SYNCID0000004095,7211,Investment (Mutual) Funds,Investment Companies,1,247718,1,209.08,0,,16,119.680625,0,,1,1419.87,0,,,,,,18,2287.52722222222,6,84634.6433333333,5,1949.964,0,,0.0371845187125826,9.68724472658059
SYNCID0000004096,0141,Field Crop Combination Farms,Agriculture and Farming,2,316894,0,,2,6163.295,11,81.8545454545455,0,,18,1730.71833333333,6,9086.69666666667,,,,,29,2507.33,15,621.171333333333,7,928.384285714286,4,208.38,0.0,59.1007872254929
SYNCID0000004097,7215,Holding Companies,Investment Companies,0,0,,,,,,,,,,,,,,,,,,,,,3,2747.82,14,746.832857142857,0.0,44.0847483731855
SYNCID0000004098,other,,,,71862,,,,,176,187.901875,6,927.036666666667,13,1954.92307692308,30,3512.93666666667,,,,,7,1000.07428571429,6,1135.14333333333,0,,1,3168.82,0.0,35.1286978935468
SYNCID0000004099,other,,,65,2319025,,,,,,,,,15,3744.512,17,1577.39647058824,2,41429.67,5,87291.018,50,7994.3726,104,1537.60115384615,4,2083.54,6,384.843333333333,0.0,46.6564646337343
SYNCID0000004101,9839,Other Professional Menbership Associations,Professional and Civic Organizations,1,,,,,,21,153.120952380952,0,,,,,,,,,,,,,,,,,,0.0,100.0
SYNCID0000004102,4275,Painting and Decorating Work,Construction Trades and Finishing,2,234410,,,,,111,369.724594594595,3,56.1066666666667,,,,,,,,,23,2074.26043478261,13,3683.55384615385,14,1199.66428571429,4,814.8225,0.0,67.2861499613692
SYNCID0000004103,3244,Mobile Home Industry,Metal Fabrication and Equipment Manufacturing,1,30021,,,,,16,194.31625,0,,12,2886.32333333333,3,150388.423333333,,,,,5,481.568,5,2158.34,,,,,0.0,7.99681344566601
SYNCID0000004104,7215,Holding Companies,Investment Companies,1,0,,,,,,,,,,,,,,,,,60,3409.367,42,6112.99309523809,14,1529.67071428571,22,809.190909090909,0.0,45.1480476552115
SYNCID0000004105,0112,,,0,0,,,,,,,,,,,,,,,,,1627,5662.32163491088,662,27040.9981873112,,,,,0.0,33.9775993484277
SYNCID0000004106,4561,General Freight Trucking Industry,Trucking and Freight,,0,2,212.44,1,106.61,62,404.214032258065,4,35747.63,107,6310.15925233645,126,3833.8303968254,,,,,,,,,,,,,0.0320221170268646,52.8079431551651
SYNCID0000004107,7721,Computer Services,Management Consulting,0,,,,,,,,,,,,,,,,,,,,,,10,1059.394,19,1153.00842105263,0.0,32.5956352246539
SYNCID0000004108,7771,Management Consulting Services,Management Consulting,,0,,,,,,,,,3,2855.50666666667,4,1370.9875,,,,,3,942.253333333333,1,2848.6,,,,,0.0,57.7581779828783
